12999901200,휴가,121
14999901446,사업본부지원업무,34
11003201600,2016년 InsideBank 유지보수,24
17057101700,신한은행 Super Platform 구축,20
11003201500,2015년 InsideBank 유지보수,19
17002201700,2017년 InsideBank 유지보수,18
17001201700,2017년 신한은행 스마트 전담반 개발 및 유지보수,18
16999901609,B2본부지원업무,18
16888901621,경영혁신본부지원업무,18
17999901715,Synergy Part  Business Support,17
11002201600,2016년 신한 스마트 전담반,17
16888901611,시너지본부지원업무,16
11002201500,2015년 신한 스마트 전담반,15
15037101500,모바일뱅킹(S뱅크) 전면 개편 물품 및 개발용역 공급계약,15
16888901608,S본부지원업무,15
11001301600,2016년 스크래핑서비스 ASP,14
16888901605,N본부지원업무,14
11001201500,2015년 스크래핑서비스 ASP,13
16999901605,B1본부지원업무,12
16888901615,BA본부지원업무,12
13030501300,프리마켓(오퍼북),12
14999901402,경영관리부업무,11
11003201400,2014년 신한 스마트 전담반,11
16046101600,신한은행 자산관리자동화시스템 구축 개발용역 공급계약,10
16097101600,사학연금 통합정보시스템 재구축(2차) 용역,10
14999901452,연구소지원업무,10
16999901617,경영혁신본부지원업무(구),9
11004201400,2014년 InsideBank 유지보수,9
17004301700,2017년 스크래핑서비스 ASP,8
14019101400,광주은행 신스마트뱅킹시스템 개발용역 및 물품공급,8
14999901438,관리본부지원업무,8
14028101400,신한은행 기업인터넷뱅킹 전면개편,8
16888901614,연구소지원업무,8
17040101700,광주은행 스마트뱅킹 리뉴얼_개발부분 물품공급 및 개발용역,7
15007101500,금융결제원 연동 CMS 개발,7
17999901702,1 Unit   Business Support,7
16888901602,S1본부지원업무,7
16999901602,S1본부지원업무(구),7
17039101700,신한은행 대고객 모바일앱 서비스 추가개발,7
16069101600,신한은행 개인인터넷뱅킹 전면 재구축,7
15018101500,농협은행 스마트 금융센터 금융상품 마켓 구축(스마트),7
14008201500,2015년 광주은행 신스마트뱅킹 운영 유지보수,7
16091101600,해피머니홈페이지 개편 제안 작업,6
17028101700,NH모바일오피스 고도화(태블릿브랜치 통합플랫폼)구축,6
14046101400,신한은행 영업점 퇴직연금마케팅 테블릿 PC APP개발,6
15011101500,디스카운트 마켓,6
14032201400,국민연금공단 주거래시스템 유지보수,6
15038101500,InsideBank 업그레이드 개발,6
16053101600,KBCam Pad System 고도화 구축,6
17999901716,R&D Part  Business Support,6
16098201600,2017년 기업은행 스마트뱅킹 상시 운영 전담반,6
16888901618,BI본부지원업무,6
17029101700,(공통)2017년 e-금융 보안강화 및 서비스 고도화,6
13900901317,영업업무,6
11001201400,2014년 스크래핑서비스 ASP,5
16888901603,S2본부지원업무,5
15012501500,핑거 F1-TEAM,5
16999901615,연구소지원업무(구),5
14014201300,ZUST(감성친구),5
15043501500,머니택,5
17069101700,KB 모바일 URL 기반 미리업무신청 서비스,5
16014101600,신한은행 퇴직연금 비대면채널 업그레이드 개발,5
15009101500,양곡자회사 설립 대비 IT운영시스템 구축(자금관리),5
16050101600,렌딩사이언스 시스템 구축,5
15025101500,사학연금 특정 투자일임자산 업무개선,5
17999901709,Technical Part   Business Support,5
14047101400,신분증 진위조회 자동화 시스템 구축용 솔루션/서비스 및 개발,5
16079101600,소상공인시장진흥공단 전통시장 화재공제 시스템 구축,5
15006101500,농협스마트인증 앱 개선,5
16095101600,신한은행 외국인 고객 전용 비대면 App 신규 개발,5
16048101600,SW공학기술 현장적용 지원사업,5
15015101500,신한은행 스마트펀드센터 앱 전면 재구축,5
16017101600,2016년 e-금융 보안강화 및 서비스 고도화 구축(스마트금융),5
15042101500,사회복무제도 지원 사업 개발용역 공급계약,5
17999901711,3 Unit  Business Support,5
14020101400,농협은행 스마트워크 모바일오피스 개발(기획/개발),5
15035101500,2015년 모바일오피스 고도화(개발),5
15030101500,제주관광공사 통합 CMS 물품 및 개발용역 공급계약,4
16086101600,제주은행 제주도개발공사 통합CMS 영림원 ERP 연동 개발,4
16058101600,신한은행 Open API 기반 그룹 ICT 플랫폼 구축 개발용역 공급,4
16018101600,농협은행 올원뱅크 구축(스마트),4
14051401400,LVS 솔루션 공급 및 개발,4
15041201500,국민연금 주거래시스템 유지보수 도급(2차년도) 계약,4
17041101700,IBK기업은행 I-ONE뱅크(기업) 재구축,4
14033101400,소상공인시장진흥공단 자금수탁시스템 개발,4
16020101600,모바일 전문은행(Sunny Bank) 고도화,4
17071101700,광주은행 모바일 간편약정서비스(BDT) 시스템 구축,4
17999901705,Digital Part   Business Support,4
14999901440,영업본부지원업무,4
16888901622,전략기획본부지원업무,4
15040101500,2015년 농협 e금융서비스고도화 및 보안강화 구축,4
16057101600,중앙선거관리위원회 펌뱅킹관리시스템 재구축 추진 개발용역,4
17999901718,Management Unit  Business Support,4
17023201700,국민연금 주거래시스템 유지보수 도급(4차년도) 계약,4
16028201600,국민연금 주거래시스템 유지보수 도급(3차년도) 계약,4
16043101600,KB국민은행 국외점포 스마트폰뱅킹서비스 시스템 구축,4
16999901622,핀테크지원업무,4
15010101500,한국연구재단 연구비관리시스템 구축,4
16888901619,사업지원지원업무,4
15052101500,군인공제회 주거래은행 통합자금관리시스템 2.0 구축,4
16049101600,소상공인시장진흥공단 직접대출시스템 고도화,3
17999901710,Channel Part   Business Support,3
16065101600,제주은행 통합CMS시스템 추가요건 사항 개발,3
15014201500,국민연금 기금운용본부 사무수탁 유지보수,3
15006201600,2016년 광주은행 신스마트뱅킹 운영 유지보수,3
17999901706,2 Unit   Business Support,3
16009201600,2016년 국민연금 기금운용 일반사무관리 위탁업무 유지보수 도급 계약,3
15058101500,NH 농협은행 비대면 실명확인,3
16023101600,NH 전환대응개발,3
16031301600,IBK기업은행 Mobile Scraping Package ASP 서비스 계약서,3
15046101500,하나-외환 IT통합 프로젝트(전자금융채널),3
16056101600,신한은행 one shared platform,3
17031101700,2017년 올원뱅크 고도화 구축,3
16071101600,신한은행 시니어고객 비금융 플랫폼 시스템 구축 개발용역 공급계약,3
15021101500,하나지주 1QOk 해외송금,3
17008201700,2017년 신한은행 써니뱅크(Sunny Bank) 전담반 개발 및 유지보수,3
15019201500,차세대 자산운용시스템운영 및 유지보수 아웃소싱 용역 재계약,3
15020201500,2015년 중국 CMS 유지보수,3
16083101600,신한은행 기업 모바일뱅킹 업그레이드 구축을 위한 개발 용역,3
14022201400,차세대 자산운용시스템운영및유지보수,3
14035101400,매출채권 담보대출 서비스,3
15013101500,하나-외환 IT개선 선도개발,2
17999901712,Sales 3 Team  Business Support,2
17999901707,Sales 2 Team   Business Support,2
17005201700,2017년 국민연금 기금운용 일반사무관리 위탁업무 유지보수,2
16016101600,IBK 직장인명함 대출서비스관련 개발용역 계약,2
15031101500,신한은행 모바일뱅킹(S뱅크) 전면개편 입찰 제안작업,2
17046101700,광주은행 스마트뱅킹 리뉴얼 추가 유지보수 개발,2
17045101700,한국보건산업진흥원 신연구비관리시스템 개발용역계약,2
17036101700, NH농협은행 올원뱅크베트남 TIGO 프로젝트,2
17078101700,e나라도움시스템 연동모듈 개발,2
17072301700,가상계좌 재판매 사업,2
17999901721,Strategy Unit  Business Support,2
17073101700,광주은행 스마트뱅킹 고도화,2
16999901603,S2본부지원업무(구),2
17009201700,신한은행 한국정보화진흥원 내부시스템 연동 개발용역,2
16888901625,핀테크지원업무,2
17022101700,하나은행 New 자산관리시스템 구축(계정단말)을 위한 개발용역,2
16036101600,크라우드펀딩 서비스,2
14034101400,신한은행 전자문서서비스시스템 구축,2
17999901704,eBiz Part   Business Support,2
14029201400,2014년 S-RCMS 운용 유지보수,2
17058101700,미즈호 Smart 일본어 적용 스크래핑 관련 화면 개발,2
11004201500,2015년 InsideBank 서비스,2
17999901722,Service Unit  Business Support,2
17019101700,우리은행 차세대 시스템 구축 인뱅. 스뱅 대응 부문 제안,2
16039501600,핑거 글로벌 프로젝트(베트남),2
17079101700,국민연금 주거래은행 선행사업 개발,2
16070101600,신한은행 지능형 스마트 고지서 플랫폼 구축을 위한 개발용역,2
15022101500,신한은행 국민주택채권포탈 사이트 개편,2
16999901618,F1본부지원업무,2
16011201600,2016년 모바일 전문은행(Sunny Bank)개발 및 유지보수 도급 계약,2
16007101600,마이홈앤론 업그레이드 개발 도급,2
14040101400,SKT T가계부서비스 개발,2
14999901442,전략본부지원업무,2
16072401600,전자무역서비스용 웹스크래핑 솔루션 도입,1
16013401600,부가가치세 과세자료 일괄수집 솔루션 구축 도입품의,1
15054101500,농협은행 Non-ActiveX 대응 개발 인수테스트 지원,1
16027401600,노란우산공제 은행 인터넷뱅킹 연계 구축용 솔루션 구매,1
17052201700,2017년 오케스트라 비상주 유지보수,1
16088401600,2016년 돈버는가계부 고도화 솔루션 구매,1
17017101800,베트남 올원 뱅크,1
16033401600,모바일용 개발 프레임웍 솔루션 업그레이드 물품공급계약,1
15026101500,KB Cam Pad시스템 구축 구매계약,1
17063401700,우리은행 부동산 플랫폼 구축 관련 인프라 도입(스크래핑솔루션),1
14037101400,농협은행 스마트통장 구축,1
14026201400,2014년 농협은행 스마트금융센터 컨설팅,1
17026201700,2017년도 IBK 기업은행 정보시스템 운영,1
16029201600,2016년 차세대자산운용시스템 운영 및 유지보수 아웃소싱 용역,1
14024201400,국민연금 기금운용 일반사무관리 추가 위탁업무 유지보수,1
16999901624,블록체인사업본부지원업무,1
16093105000,전자금융사업자 시스템 구축(자사솔루션),1
16024101600,농협 고유식별정보 암호화-e-금융,1
16026101600,ISA 시스템 구축 개발용역(2차) 공급계약,1
15059101500,ISA(개인종합자산관리계좌)시스템 구축 개발이용역 공급계약,1
17081101700,KAIA 연구비관리시스템 개발,1
17037201700,NH콕뱅크 운영 관리 업무 유지보수 계약,1
15005201500,2015년 하나N월렛 유지보수,1
14038101400,SOS 서비스 구축,1
16062201600,사립학교교직원연금공단 IFRS 유지보수,1
17043101700,(공통)비대면 금융상품마켓 고도화,1
15050101500,글로벌(신한베트남)여성 특화서비스 구축을 위한 개발용역,1
17030101700,상호금융 태블릿브랜치 구축,1
17056201700,2017년 사립학교교직원연금공단 IFRS 유지보수,1
16075101600,농협 (공통)IT전환 연계 e-금융 및 생체인증 확대 개발,1
15005201600,2016년 하나N월렛 유지보수,1
17038101700,SBJ 디지털 플랫폼 시스템 구축 개발용역 공급계약,1
17061101700,2017년 KB국민은행 전담반 수행,1
14017201400,중국 CMS 유지보수,1
17066101700,NH 콕뱅크 고도화 구축 프로젝트,1
17074101700,하나은행 하이로보(HAI Robo) 고도화 구축(온라인플랫폼),1
15048101500,광주은행 스마트뱅킹 고도화,1
